address_name,category_group_code,category_group_name,category_name,distance,id,phone,place_name,place_url,road_address_name,x,y
서울 마포구 노고산동 106-5,CE7,카페,"서비스,산업 > 전문대행 > 공간대여 > 모임공간 > 토즈모임센터",,8126494,02-718-0113,토즈모임센터 신촌비즈센터,http://place.map.kakao.com/8126494,서울 마포구 서강로 136,126.935822805011,37.5541064375323
서울 마포구 노고산동 54-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,1132693025,1522-3232,스타벅스 신촌오거리점,http://place.map.kakao.com/1132693025,서울 마포구 신촌로16길 10,126.934699199575,37.5551906225976
서울 마포구 노고산동 56-74,CE7,카페,음식점 > 카페 > 테마카페 > 디저트카페,,2064598955,02-332-8481,아우어베이커리 신촌숲길점,http://place.map.kakao.com/2064598955,서울 마포구 서강로 121,126.934009946062,37.553941456682
서울 마포구 노고산동 56-15,CE7,카페,음식점 > 카페,,1052299075,070-7762-1009,써밋컬쳐 신촌점,http://place.map.kakao.com/1052299075,서울 마포구 신촌로14안길 11,126.933722135832,37.554343140447
서울 마포구 창전동 2-86,CE7,카페,음식점 > 카페 > 테마카페 > 디저트카페,,1637508578,070-491-8670,피크니크 홍대 경의선숲길점,http://place.map.kakao.com/1637508578,서울 마포구 서강로13길 22,126.93264063367658,37.55387761361116
서울 마포구 창전동 2-31,CE7,카페,음식점 > 카페 > 테마카페 > 디저트카페,,671989710,070-4154-3388,릴리우드,http://place.map.kakao.com/671989710,서울 마포구 서강로11길 18,126.93265437066475,37.553703728883804
서울 마포구 노고산동 109-4,CE7,카페,음식점 > 카페 > 테마카페 > 디저트카페,,2000938255,070-8028-3523,크라클랭,http://place.map.kakao.com/2000938255,서울 마포구 서강로 122,126.9345310458,37.553355197221
서울 마포구 노고산동 54-63,CE7,카페,음식점 > 카페,,523426703,070-4015-6102,팬스페이스,http://place.map.kakao.com/523426703,서울 마포구 신촌로16길 22,126.934536637288,37.5547256178349
서울 마포구 노고산동 56-6,CE7,카페,음식점 > 카페 > 커피전문점,,21127675,02-336-7367,착한커피,http://place.map.kakao.com/21127675,서울 마포구 신촌로16길 30,126.93433318349,37.5544335816284
서울 마포구 노고산동 54-29,CE7,카페,음식점 > 카페,,1429289126,,아아수혈 신촌첨,http://place.map.kakao.com/1429289126,서울 마포구 신촌로12나길 36,126.934409761244,37.5548661030471
서울 마포구 노고산동 57-50,CE7,카페,음식점 > 카페,,1837946012,,웻커피 신촌,http://place.map.kakao.com/1837946012,서울 마포구 신촌로16길 29,126.93472280552812,37.55407700259484
서울 마포구 신수동 81-93,CE7,카페,음식점 > 카페 > 테마카페 > 디저트카페,,420288046,070-4246-6328,알레,http://place.map.kakao.com/420288046,서울 마포구 서강로16길 57,126.936757422341,37.5516382075926
서울 마포구 창전동 2-41,CE7,카페,음식점 > 카페 > 테마카페 > 디저트카페,,1045658545,010-3937-2241,삡삡,http://place.map.kakao.com/1045658545,서울 마포구 서강로11길 15,126.932677207417,37.553478492465
서울 마포구 노고산동 57-38,CE7,카페,음식점 > 카페 > 커피전문점 > 이디야커피,,13061999,02-3141-7724,이디야커피 신촌로터리점,http://place.map.kakao.com/13061999,서울 마포구 서강로 135,126.935424093884,37.5545098671027
서울 마포구 노고산동 56-42,CE7,카페,음식점 > 카페 > 테마카페,,1080255805,,살리다,http://place.map.kakao.com/1080255805,서울 마포구 신촌로12다길 8,126.932983721187,37.5549409860585
서울 마포구 창전동 2-39,CE7,카페,음식점 > 카페 > 테마카페 > 디저트카페,,453697075,,마이요거트립 신촌점,http://place.map.kakao.com/453697075,서울 마포구 서강로11길 9,126.932831282373,37.5532965786581
서울 마포구 서교동 9-12,CE7,카페,음식점 > 카페 > 테마카페 > 디저트카페,,1385325174,0507-1325-0981,그리디톰,http://place.map.kakao.com/1385325174,서울 마포구 와우산로32길 42,126.932605953798,37.554686689722
서울 마포구 노고산동 57-26,CE7,카페,음식점 > 카페 > 바나프레소,,612349494,070-8998-8973,바나프레소 신촌로터리점,http://place.map.kakao.com/612349494,서울 마포구 서강로 137,126.93570119853014,37.5547037328193
서울 마포구 창전동 2-36,CE7,카페,음식점 > 카페 > 테마카페,,396096203,02-2688-8170,힐링카페작은휴가 신촌본점,http://place.map.kakao.com/396096203,서울 마포구 서강로 111,126.933125723304,37.5530741993238
서울 마포구 신수동 81-136,CE7,카페,음식점 > 카페 > 테마카페 > 북카페 > 커피랑도서관,,1718030715,070-7756-1140,커피랑도서관 서강대점,http://place.map.kakao.com/1718030715,서울 마포구 백범로 28,126.936969825231,37.5520563842631
서울 마포구 노고산동 56-41,CE7,카페,음식점 > 카페,,1053736401,010-6663-6966,파보리튼,http://place.map.kakao.com/1053736401,서울 마포구 신촌로12다길 10,126.933072046513,37.5548842733107
서울 마포구 창전동 1-24,CE7,카페,음식점 > 카페 > 커피전문점,,25858776,02-324-8465,커피스토리,http://place.map.kakao.com/25858776,서울 마포구 서강로 115,126.933523891758,37.5532870596525
서울 마포구 노고산동 54-47,CE7,카페,음식점 > 카페 > 생과일전문점,,1528976051,02-6052-0988,과일디저트카페 프루츄,http://place.map.kakao.com/1528976051,서울 마포구 신촌로12다길 11,126.9332360541,37.554987980882
서울 마포구 노고산동 106-82,CE7,카페,음식점 > 카페 > 커피전문점,,597813016,02-706-7757,피키즈 도넛타임 신촌점,http://place.map.kakao.com/597813016,서울 마포구 서강로 138,126.935976671677,37.5541605809258
서울 마포구 노고산동 54-46,CE7,카페,음식점 > 카페 > 테마카페 > 무인카페,,945668130,,지금커피,http://place.map.kakao.com/945668130,서울 마포구 신촌로14길 24,126.933295955262,37.5550781144927
서울 마포구 동교동 186-16,CE7,카페,음식점 > 카페,,929443723,,포근한다락방,http://place.map.kakao.com/929443723,서울 마포구 신촌로12길 28,126.932499136403,37.5551695633978
서울 마포구 창전동 2-36,CE7,카페,음식점 > 카페,,275585760,02-2688-8170,작은휴가,http://place.map.kakao.com/275585760,서울 마포구 서강로 111,126.933133654037,37.5530642928389
서울 마포구 노고산동 109-4,CE7,카페,음식점 > 카페 > 커피전문점,,1373518853,010-5444-4359,텐트커피,http://place.map.kakao.com/1373518853,서울 마포구 서강로 122,126.934536708246,37.5533506953715
서울 마포구 노고산동 56-76,CE7,카페,음식점 > 카페,,241262928,02-6095-1477,스탠,http://place.map.kakao.com/241262928,서울 마포구 신촌로12길 35,126.932757457113,37.5548507576611
서울 마포구 노고산동 54-41,CE7,카페,음식점 > 카페,,1743481382,02-322-0807,단코,http://place.map.kakao.com/1743481382,서울 마포구 신촌로14길 19,126.933594702473,37.5551107188004
서울 마포구 신수동 66-2,CE7,카페,음식점 > 카페,,973434654,,NUGAfe,http://place.map.kakao.com/973434654,서울 마포구 서강로 106,126.933502101528,37.5523373956056
서울 마포구 신수동 81-93,CE7,카페,음식점 > 카페 > 테마카페 > 디저트카페,,161476983,070-4246-6328,알레케이크,http://place.map.kakao.com/161476983,서울 마포구 서강로16길 57,126.936757420818,37.5516400095879
서울 마포구 창전동 2-28,CE7,카페,음식점 > 카페,,73481456,,해드림찬카페,http://place.map.kakao.com/73481456,서울 마포구 서강로11길 12,126.932897867697,37.5535029450132
서울 마포구 노고산동 106-25,CE7,카페,음식점 > 카페,,1719859363,02-702-3535,카페픽처스메모리,http://place.map.kakao.com/1719859363,서울 마포구 백범로2길 21,126.93583666983,37.5537748779031
서울 마포구 노고산동 107-1,CE7,카페,음식점 > 카페,,732660387,070-7788-3215,마이디어콤부차,http://place.map.kakao.com/732660387,서울 마포구 서강로 144,126.93665769015632,37.5544835053987
서울 마포구 노고산동 109-38,CE7,카페,음식점 > 카페,,965738775,,카페크레아팜,http://place.map.kakao.com/965738775,서울 마포구 서강로18길 28,126.935905467368,37.5527297577804
서울 마포구 노고산동 57-45,CE7,카페,음식점 > 카페,,15966943,02-337-1926,동그라미,http://place.map.kakao.com/15966943,서울 마포구 신촌로18길 23,126.934844744912,37.5544050331011
서울 마포구 노고산동 57-1,CE7,카페,음식점 > 카페 > 커피전문점,,19038361,,빈스브로커피,http://place.map.kakao.com/19038361,서울 마포구 신촌로 94,126.935980433948,37.5550543726125
서울 마포구 신수동 81-93,CE7,카페,음식점 > 카페 > 테마카페 > 디저트카페,,368510102,010-2155-2461,달달오늘달,http://place.map.kakao.com/368510102,서울 마포구 서강로16길 57,126.93675742081842,37.55164000958793
서울 마포구 노고산동 56-25,CE7,카페,음식점 > 카페,,8152105,02-332-8955,해열제,http://place.map.kakao.com/8152105,서울 마포구 신촌로14길 29,126.933391321878,37.5547393932444
서울 마포구 노고산동 57-22,CE7,카페,음식점 > 카페 > 커피전문점,,24690566,,나루터커피앤호프,http://place.map.kakao.com/24690566,서울 마포구 신촌로18길 15,126.935075246261,37.5548304309487
서울 마포구 노고산동 54-59,CE7,카페,음식점 > 카페,,27456977,,카페이노,http://place.map.kakao.com/27456977,서울 마포구 신촌로12다길 3,126.932725486984,37.5551642865977
서울 마포구 노고산동 31-158,CE7,카페,음식점 > 카페,,1721520812,02-6929-0106,두드림,http://place.map.kakao.com/1721520812,서울 마포구 고산길 4,126.93768307034973,37.55307281823184
서울 마포구 신수동 63-14,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,,25115119,1522-3232,스타벅스 서강대점,http://place.map.kakao.com/25115119,서울 마포구 백범로 23,126.93766671300212,37.55233065760533
서울 마포구 노고산동 31-25,CE7,카페,음식점 > 카페,,27495056,,알레스카페,http://place.map.kakao.com/27495056,서울 마포구 백범로1길 16,126.937941042316,37.5545040088461
서울 마포구 노고산동 31-208,CE7,카페,음식점 > 카페,,1521650922,02-338-9949,나비카페,http://place.map.kakao.com/1521650922,서울 마포구 고산2길 6,126.937893463338,37.5531966360907
서울 마포구 노고산동 31-74,CE7,카페,음식점 > 카페,,1920277019,010-2483-6019,카페토브,http://place.map.kakao.com/1920277019,서울 마포구 백범로1길 8-15,126.937900973304,37.5536930898363
서울 마포구 신수동 81-77,CE7,카페,음식점 > 카페 > 커피전문점 > 메가MGC커피,,1548814358,02-702-7778,메가MGC커피 서강대점,http://place.map.kakao.com/1548814358,서울 마포구 백범로 34,126.93733338019517,37.551716000509586
서울 마포구 노고산동 31-90,CE7,카페,음식점 > 카페 > 커피전문점 > 컴포즈커피,,1908906071,070-7711-0010,컴포즈커피 서강대점,http://place.map.kakao.com/1908906071,서울 마포구 백범로 13,126.937394226609,37.5533846809881
서울 마포구 노고산동 31-4,CE7,카페,음식점 > 카페,,14809541,02-711-0314,커피쏭,http://place.map.kakao.com/14809541,서울 마포구 신촌로20길 6,126.937981437736,37.5549220929668
서울 마포구 신수동 63-8,CE7,카페,음식점 > 카페 > 커피전문점,,2045427100,,커피브레이크,http://place.map.kakao.com/2045427100,서울 마포구 백범로 29,126.937716684126,37.5521180484469
서울 마포구 노고산동 31-34,CE7,카페,음식점 > 카페 > 테마카페,,287880072,02-701-0735,랭귀지랩,http://place.map.kakao.com/287880072,서울 마포구 백범로1길 10,126.937746599561,37.5542480231491
서울 마포구 노고산동 31-76,CE7,카페,음식점 > 카페,,1452953484,010-3177-2703,에이닐,http://place.map.kakao.com/1452953484,서울 마포구 고산길 13,126.93786713581,37.5535561203717
서울 마포구 노고산동 31-90,CE7,카페,음식점 > 카페 > 테마카페 > 디저트카페,,1196250826,0505-282-0902,멜로디케이크,http://place.map.kakao.com/1196250826,서울 마포구 백범로 13,126.937496027843,37.5534469037708
서울 마포구 노고산동 31-191,CE7,카페,음식점 > 카페 > 테마카페 > 디저트카페,,72590855,0507-1479-0422,에피,http://place.map.kakao.com/72590855,서울 마포구 백범로1길 3,126.93736510460249,37.554375763063234
서울 마포구 신수동 1-1,CE7,카페,음식점 > 카페 > 커피전문점 > 투썸플레이스,,13064311,02-717-2748,투썸플레이스 서강대점,http://place.map.kakao.com/13064311,서울 마포구 백범로 35,126.938984039354,37.5522772858055
서울 마포구 노고산동 31-72,CE7,카페,음식점 > 카페,,1094157085,0507-1349-9638,카페 안온,http://place.map.kakao.com/1094157085,서울 마포구 고산길 19,126.93817257614,37.5537013413484
서울 마포구 노고산동 31-66,CE7,카페,음식점 > 카페,,438877737,010-8677-9982,내안에카페in,http://place.map.kakao.com/438877737,서울 마포구 백범로1길 8-9,126.937801174972,37.5539435146835
서울 마포구 노고산동 33-11,CE7,카페,음식점 > 카페 > 테마카페 > 디저트카페,,4799614,02-717-1008,헤이밀크바,http://place.map.kakao.com/4799614,서울 마포구 신촌로20길 23,126.938586323806,37.5542583738752
